﻿Age (bin),Churn Category,Churn Label,Churn Reason,Contract Type,Customer ID,Device Protection & Online Backup,Gender,Group,Grouped Monthly GB Download,Intl Active,Intl Plan,Number of Customers in Group,Payment Method,Phone Number,Senior,State,Under 30,Unlimited Data Plan,Account Length (in months),Age,Avg Customer Service Calls,Avg Extra Data Charges,Avg Extra Intl Charges,Avg Monthly GB Download,Churned,Customer Service Calls,Extra Data Charges,Extra International Charges,Intl Calls,Intl Mins,Local Calls,Local Mins,Monthly Charge,Number of Churned Customers,Total Charges
60,Dissatisfaction,Yes,Service dissatisfaction,Month-to-Month,6708-KMTN,No,Female,No,0-5,Yes,no,0,Direct Debit,333-8996,No,WV,No,Yes,61,61,4,$0.00 ,$132.20 ,4,1,4,$0 ,$132 ,183,396.5,237,606.2,$43.00 ,1,"2,622"
35,Dissatisfaction,Yes,Lack of self-service on Website,Month-to-Month,3802-RDDD,No,Female,No,>10,Yes,no,0,Direct Debit,390-4130,No,NE,No,Yes,21,35,5,$0.00 ,$134.40 ,13,1,5,$0 ,$134 ,84,403.2,134,296,$45.00 ,1,954
60,Dissatisfaction,Yes,Poor expertise of online support,Month-to-Month,1625-MTHO,No,Female,No,10-May,Yes,no,0,Direct Debit,357-2754,No,MI,No,Yes,3,60,5,$0.00 ,$15.00 ,5,1,5,$0 ,$15 ,12,45,14,46.1,$28.00 ,1,86
60,Dissatisfaction,Yes,Product dissatisfaction,Month-to-Month,5569-ETPJ,No,Female,No,0-5,Yes,no,0,Direct Debit,363-1123,No,NY,No,Yes,1,63,5,$0.00 ,$2.70 ,3,1,5,$0 ,$3 ,17,13.6,6,14,$50.00 ,1,50
40,Dissatisfaction,Yes,Product dissatisfaction,Month-to-Month,5537-XDIG,No,Female,No,10-May,Yes,no,0,Direct Debit,269-4651,No,IL,No,Yes,1,44,5,$0.00 ,$181.20 ,9,1,5,$0 ,$181 ,192,724.8,4,9,$26.00 ,1,26
50,Other,Yes,Don't know,Month-to-Month,7912-TRXF,No,Female,No,0-5,Yes,no,0,Direct Debit,408-6089,No,WI,No,Yes,2,50,0,$0.00 ,$27.30 ,4,1,0,$0 ,$27 ,,576.49725,9,20.5,$58.00 ,1,109
50,Other,Yes,Don't know,Month-to-Month,6445-TYWB,No,Female,No,10-May,Yes,no,0,Direct Debit,372-6920,No,MN,No,Yes,1,54,0,$0.00 ,$4.30 ,5,1,0,$0 ,$4 ,5,8.5,4,11,$35.00 ,1,35
30,Other,Yes,Don't know,Month-to-Month,0621-FMCQ,No,Female,No,10-May,Yes,no,0,Direct Debit,399-3083,No,WA,No,Yes,33,34,0,$0.00 ,$2.50 ,5,1,0,$0 ,$3 ,4,10,117,229.9,$55.00 ,1,"1,806"
40,Other,Yes,Poor expertise of online support,Month-to-Month,9340-HOSP,No,Female,No,>10,Yes,no,0,Direct Debit,400-1899,No,OR,No,Yes,1,42,1,$0.00 ,$4.10 ,13,1,1,$0 ,$4 ,5,12.2,5,12,$29.00 ,1,29
40,Other,Yes,Don't know,Month-to-Month,7013-MIFW,No,Female,No,0-5,Yes,no,0,Direct Debit,357-8627,No,WI,No,Yes,20,43,2,$0.00 ,$59.50 ,2,1,2,$0 ,$60 ,80,238,44,118.5,$13.00 ,1,258
50,Other,Yes,Don't know,Month-to-Month,7177-EXXC,No,Female,No,10-May,Yes,no,0,Direct Debit,297-3599,No,WI,No,Yes,24,51,2,$0.00 ,$2.70 ,8,1,2,$0 ,$3 ,4,10.8,146,367.2,$45.00 ,1,"1,107"
45,Other,Yes,Poor expertise of online support,Month-to-Month,0070-ZOSH,No,Female,No,>10,Yes,no,0,Direct Debit,421-1326,No,WV,No,Yes,4,49,2,$0.00 ,$6.30 ,12,1,2,$0 ,$6 ,8,31.6,31,60.9,$42.00 ,1,161
35,Other,Yes,Moved,Month-to-Month,5573-RVUY,No,Female,No,10-May,Yes,no,0,Direct Debit,385-1423,No,LA,No,Yes,4,35,4,$0.00 ,$7.00 ,6,1,4,$0 ,$7 ,16,35.2,14,39.2,$51.00 ,1,222
60,Price,Yes,Extra data charges,Month-to-Month,5830-IBCE,No,Female,No,0-5,Yes,no,0,Direct Debit,272-2489,No,TX,No,Yes,24,63,0,$0.00 ,$61.80 ,1,1,0,$0 ,$62 ,96,247.2,68,166.7,$35.00 ,1,823
50,Price,Yes,Price too high,Month-to-Month,8743-NBTM,No,Female,No,0-5,Yes,no,0,Direct Debit,394-3171,No,SD,No,Yes,9,51,2,$0.00 ,$25.80 ,2,1,2,$0 ,$26 ,81,77.4,23,78.8,$53.00 ,1,462
50,Price,Yes,Long distance charges,Month-to-Month,5726-LHDO,No,Female,No,10-May,Yes,no,0,Direct Debit,381-4076,No,NH,No,Yes,5,51,5,$0.00 ,$8.90 ,5,1,5,$0 ,$9 ,10,44.5,12,40,$59.00 ,1,294
50,Price,Yes,Price too high,Month-to-Month,5612-KWEA,No,Female,No,0-5,Yes,no,0,Direct Debit,342-7313,No,IL,No,Yes,1,50,5,$0.00 ,$6.10 ,0,1,5,$0 ,$6 ,4,12.1,4,8,$16.00 ,1,16
45,Price,Yes,Price too high,Month-to-Month,9697-APBH,No,Female,No,10-May,Yes,no,0,Direct Debit,312-6040,No,WI,No,Yes,3,47,5,$0.00 ,$11.80 ,7,1,5,$0 ,$12 ,12,35.4,18,48.3,$55.00 ,1,166
60,Attitude,Yes,Attitude of service provider,Month-to-Month,2782-OASB,No,Male,No,0-5,Yes,no,0,Direct Debit,341-7686,No,WV,No,Yes,8,60,0,$0.00 ,$109.90 ,3,1,0,$0 ,$110 ,52,219.7,68,113.8,$38.00 ,1,305
45,Attitude,Yes,Attitude of service provider,Month-to-Month,2746-TIPH,No,Male,No,10-May,Yes,no,0,Direct Debit,238-4937,No,SD,No,Yes,36,45,0,$0.00 ,$58.30 ,7,1,0,$0 ,$58 ,144,291.6,262,505.8,$39.00 ,1,"1,392"
55,Attitude,Yes,Attitude of support person,Month-to-Month,0449-GWEW,No,Male,No,0-5,Yes,no,0,Direct Debit,406-7844,No,NV,No,Yes,18,55,1,$0.00 ,$28.40 ,3,1,1,$0 ,$28 ,36,142.2,66,210.4,$39.00 ,1,684
50,Attitude,Yes,Attitude of support person,Month-to-Month,7950-BMSP,No,Male,No,0-5,Yes,no,0,Direct Debit,249-1536,No,LA,No,Yes,10,53,2,$0.00 ,$33.00 ,1,1,2,$0 ,$33 ,40,99,51,125.4,$49.00 ,1,472
35,Attitude,Yes,Attitude of support person,Month-to-Month,0400-SXPJ,No,Male,No,>10,Yes,no,0,Direct Debit,371-4633,No,IN,No,Yes,32,36,2,$0.00 ,$117.60 ,12,1,2,$0 ,$118 ,256,470.4,115,349.9,$29.00 ,1,930
40,Attitude,Yes,Attitude of support person,Month-to-Month,1487-XYFA,No,Male,No,>10,Yes,no,0,Direct Debit,325-7339,No,FL,No,Yes,33,44,2,$0.00 ,$62.70 ,13,1,2,$0 ,$63 ,132,188.1,95,330.9,$48.00 ,1,"1,605"
60,Attitude,Yes,Attitude of support person,Month-to-Month,3369-WWNM,No,Male,No,>10,Yes,no,0,Direct Debit,301-10572,No,MO,No,Yes,24,63,2,$0.00 ,$63.20 ,15,1,2,$0 ,$63 ,96,189.6,56,168.7,$38.00 ,1,907
40,Attitude,Yes,Attitude of support person,Month-to-Month,1671-JJTM,No,Male,No,10-May,Yes,no,0,Direct Debit,320-6185,No,NM,No,Yes,11,40,3,$0.00 ,$50.20 ,7,1,3,$0 ,$50 ,44,150.7,39,108.8,$33.00 ,1,359
60,Attitude,Yes,Attitude of support person,Month-to-Month,5880-MOFG,No,Male,No,0-5,Yes,no,0,Direct Debit,309-8045,No,FL,No,Yes,49,64,4,$0.00 ,$147.00 ,0,1,4,$0 ,$147 ,196,735,313,735.7,$38.00 ,1,"1,856"
40,Attitude,Yes,Attitude of support person,Month-to-Month,9464-NAXE,No,Male,No,10-May,Yes,no,0,Direct Debit,332-5045,No,VA,No,Yes,12,42,5,$0.00 ,$49.60 ,8,1,5,$0 ,$50 ,48,148.8,19,59.8,$34.00 ,1,401
40,Competitor,Yes,Competitor had better devices,Month-to-Month,0089-SSWE,No,Male,No,0-5,Yes,no,0,Direct Debit,337-1802,No,NJ,No,Yes,25,40,0,$0.00 ,$34.50 ,4,1,0,$0 ,$35 ,125,172.5,37,99.8,$48.00 ,1,"1,201"
60,Competitor,Yes,Competitor had better devices,Month-to-Month,0193-XPLB,No,Male,No,10-May,Yes,no,0,Direct Debit,382-8274,No,WV,No,Yes,7,64,0,$0.00 ,$18.00 ,5,1,0,$0 ,$18 ,35,72.1,13,27.1,$38.00 ,1,257
40,Competitor,Yes,Competitor had better devices,Month-to-Month,3700-WJCG,No,Male,No,10-May,Yes,no,0,Direct Debit,329-7102,No,WV,No,Yes,3,42,0,$0.00 ,$58.80 ,8,1,0,$0 ,$59 ,32,117.6,27,47.5,$35.00 ,1,118
35,Competitor,Yes,Competitor offered higher download speeds,Month-to-Month,7167-KRAP,No,Male,No,10-May,Yes,no,0,Direct Debit,315-1860,No,MO,No,Yes,3,35,0,$0.00 ,$9.80 ,9,1,0,$0 ,$10 ,12,39,15,35.2,$14.00 ,1,37
40,Competitor,Yes,Competitor offered more data,Month-to-Month,4778-OWRZ,No,Male,No,0-5,Yes,no,0,Direct Debit,326-2567,No,MD,No,Yes,1,42,0,$0.00 ,$4.80 ,3,1,0,$0 ,$5 ,4,9.5,2,5,$45.00 ,1,45
60,Competitor,Yes,Competitor made better offer,Month-to-Month,9954-HCPF,No,Male,No,0-5,Yes,no,0,Direct Debit,348-7442,No,OK,No,Yes,1,61,1,$0.00 ,$2.60 ,1,1,1,$0 ,$3 ,4,10.5,4,10,$45.00 ,1,45
60,Competitor,Yes,Competitor made better offer,Month-to-Month,8236-VPJM,No,Male,No,0-5,Yes,no,0,Direct Debit,327-5034,No,WA,No,Yes,40,62,1,$0.00 ,$86.40 ,1,1,1,$0 ,$86 ,160,432,272,641.6,$36.00 ,1,"1,459"
30,Competitor,Yes,Competitor offered more data,Month-to-Month,1356-SRKD,No,Male,No,10-May,Yes,no,0,Direct Debit,361-3071,No,IL,No,Yes,3,32,1,$0.00 ,$8.50 ,6,1,1,$0 ,$9 ,12,25.5,24,50.6,$43.00 ,1,135
35,Competitor,Yes,Competitor had better devices,Month-to-Month,0047-VZAS,No,Male,No,10-May,Yes,no,0,Direct Debit,382-6153,No,LA,No,Yes,52,39,2,$0.00 ,$179.40 ,7,1,2,$0 ,$179 ,260,717.6,310,620.5,$55.00 ,1,"2,854"
45,Competitor,Yes,Competitor had better devices,Month-to-Month,4769-NONM,No,Male,No,>10,Yes,no,0,Direct Debit,375-8304,No,GA,No,Yes,2,48,2,$0.00 ,$4.70 ,12,1,2,$0 ,$5 ,,9.4482725,7,14.5,$34.00 ,1,71
30,Competitor,Yes,Competitor made better offer,Month-to-Month,9865-PETU,No,Male,No,>10,Yes,no,0,Direct Debit,385-1985,No,WY,No,Yes,4,30,2,$0.00 ,$50.30 ,12,1,2,$0 ,$50 ,68,251.6,6,21,$37.00 ,1,154
60,Competitor,Yes,Competitor offered higher download speeds,Month-to-Month,6545-OAQZ,No,Male,No,10-May,Yes,no,0,Direct Debit,328-7236,No,NJ,No,Yes,2,60,2,$0.00 ,$6.20 ,5,1,2,$0 ,$6 ,8,24.6,4,8.7,$24.00 ,1,53
50,Competitor,Yes,Competitor offered higher download speeds,Month-to-Month,4098-TXZP,No,Male,No,10-May,Yes,no,0,Direct Debit,350-4297,No,ID,No,Yes,1,52,2,$0.00 ,$2.80 ,6,1,2,$0 ,$3 ,5,8.5,4,10,$22.00 ,1,22
60,Competitor,Yes,Competitor offered more data,Month-to-Month,2630-YJAZ,No,Male,No,0-5,Yes,no,0,Direct Debit,294-3138,No,IL,No,Yes,1,63,2,$0.00 ,$2.40 ,2,1,2,$0 ,$2 ,4,7.3,8,13,$44.00 ,1,44
65,Competitor,Yes,Competitor made better offer,Month-to-Month,6362-DJYY,No,Male,No,0-5,Yes,no,0,Direct Debit,285-6155,No,HI,No,Yes,1,65,3,$0.00 ,$2.90 ,3,1,3,$0 ,$3 ,4,11.7,8,16,$17.00 ,1,17
45,Competitor,Yes,Competitor made better offer,Month-to-Month,3590-QGRJ,No,Male,No,10-May,Yes,no,0,Direct Debit,349-8837,No,TN,No,Yes,2,47,3,$0.00 ,$9.50 ,5,1,3,$0 ,$10 ,8,28.4,12,19.1,$30.00 ,1,57
40,Competitor,Yes,Competitor had better devices,Month-to-Month,6277-EIKM,No,Male,No,0-5,Yes,no,0,Direct Debit,357-5801,No,VT,No,Yes,11,41,4,$0.00 ,$11.60 ,1,1,4,$0 ,$12 ,16,34.8,48,139.4,$33.00 ,1,349
50,Competitor,Yes,Competitor had better devices,Month-to-Month,9808-ENVC,No,Male,No,0-5,Yes,no,0,Direct Debit,324-6088,No,WY,No,Yes,1,50,4,$0.00 ,$2.40 ,4,1,4,$0 ,$2 ,4,9.7,4,13,$20.00 ,1,20
45,Competitor,Yes,Competitor had better devices,Month-to-Month,1613-FLGJ,No,Male,No,10-May,Yes,no,0,Direct Debit,329-5594,No,PA,No,Yes,1,49,4,$0.00 ,$3.40 ,5,1,4,$0 ,$3 ,4,13.7,5,15,$38.00 ,1,38
60,Competitor,Yes,Competitor had better devices,Month-to-Month,2444-MMZU,No,Male,No,10-May,Yes,no,0,Direct Debit,343-1347,No,PA,No,Yes,1,64,4,$0.00 ,$2.60 ,8,1,4,$0 ,$3 ,2,10.2,3,7,$30.00 ,1,30
60,Competitor,Yes,Competitor made better offer,Month-to-Month,6640-DXAP,No,Male,No,10-May,Yes,no,0,Direct Debit,400-8291,No,FL,No,Yes,1,60,4,$0.00 ,$3.50 ,6,1,4,$0 ,$4 ,4,13.8,4,11,$41.00 ,1,41
60,Competitor,Yes,Competitor offered more data,Month-to-Month,1872-KSLW,No,Male,No,10-May,Yes,no,0,Direct Debit,408-7015,No,NY,No,Yes,10,61,4,$0.00 ,$48.00 ,7,1,4,$0 ,$48 ,80,240,46,123.6,$53.00 ,1,500
45,Competitor,Yes,Competitor offered more data,Month-to-Month,1686-GFDV,No,Male,No,10-May,Yes,no,0,Direct Debit,345-8384,No,NV,No,Yes,4,46,4,$0.00 ,$11.50 ,9,1,4,$0 ,$12 ,16,34.4,11,30.9,$22.00 ,1,95
60,Competitor,Yes,Competitor offered more data,Month-to-Month,6004-XKDP,No,Male,No,>10,Yes,no,0,Direct Debit,302-8917,No,OR,No,Yes,7,61,4,$0.00 ,$17.40 ,14,1,4,$0 ,$17 ,28,86.8,35,91.8,$43.00 ,1,306
40,Competitor,Yes,Competitor had better devices,Month-to-Month,1621-HGTZ,No,Male,No,10-May,Yes,no,0,Direct Debit,348-8679,No,KY,No,Yes,11,40,5,$0.00 ,$4.40 ,5,1,5,$0 ,$4 ,1,13.2,73,126.9,$30.00 ,1,321
55,Competitor,Yes,Competitor had better devices,Month-to-Month,4504-TAXX,No,Male,No,10-May,Yes,no,0,Direct Debit,377-8266,No,MA,No,Yes,1,57,5,$0.00 ,$49.90 ,7,1,5,$0 ,$50 ,56,149.8,1,4,$34.00 ,1,34
30,Competitor,Yes,Competitor made better offer,Month-to-Month,6700-NBZE,No,Male,No,10-May,Yes,no,0,Direct Debit,374-6973,No,NH,No,Yes,11,34,5,$0.00 ,$17.80 ,5,1,5,$0 ,$18 ,36,89.1,14,44.9,$42.00 ,1,469
60,Competitor,Yes,Competitor offered higher download speeds,Month-to-Month,2910-BNDW,No,Male,No,0-5,Yes,no,0,Direct Debit,345-4812,No,VA,No,Yes,1,60,5,$0.00 ,$5.40 ,4,1,5,$0 ,$5 ,4,10.8,4,12,$47.00 ,1,47
50,Competitor,Yes,Competitor offered more data,Month-to-Month,6276-QWUZ,No,Male,No,0-5,Yes,no,0,Direct Debit,381-2413,No,WY,No,Yes,26,53,5,$0.00 ,$106.60 ,1,1,5,$0 ,$107 ,130,319.8,73,280.9,$42.00 ,1,"1,076"
55,Competitor,Yes,Competitor offered more data,Month-to-Month,2554-IOCO,No,Male,No,>10,Yes,no,0,Direct Debit,275-4662,No,SC,No,Yes,1,58,5,$0.00 ,$2.60 ,15,1,5,$0 ,$3 ,4,12.8,2,7,$44.00 ,1,44
60,Dissatisfaction,Yes,Network reliability,Month-to-Month,5538-IAKV,No,Male,No,0-5,Yes,no,0,Direct Debit,319-6734,No,OH,No,Yes,50,63,0,$0.00 ,$2.50 ,3,1,0,$0 ,$3 ,4,12.7,159,352.3,$33.00 ,1,"1,651"
60,Dissatisfaction,Yes,Product dissatisfaction,Month-to-Month,8370-JNTV,No,Male,No,0-5,Yes,no,0,Direct Debit,368-9073,No,WI,No,Yes,12,64,0,$0.00 ,$75.00 ,1,1,0,$0 ,$75 ,12,150,42,120.2,$36.00 ,1,431
35,Dissatisfaction,Yes,Product dissatisfaction,Month-to-Month,5928-MQLM,No,Male,No,10-May,Yes,no,0,Direct Debit,316-5710,No,IA,No,Yes,6,36,0,$0.00 ,$13.20 ,7,1,0,$0 ,$13 ,24,52.8,14,40.6,$44.00 ,1,253
40,Dissatisfaction,Yes,Lack of self-service on Website,Month-to-Month,1579-ZCUT,No,Male,No,0-5,Yes,no,0,Direct Debit,294-10362,No,RI,No,Yes,29,40,1,$0.00 ,$31.30 ,4,1,1,$0 ,$31 ,116,156.6,101,350.6,$35.00 ,1,"1,018"
45,Dissatisfaction,Yes,Network reliability,Month-to-Month,2890-FRVG,No,Male,No,0-5,Yes,no,0,Direct Debit,407-4146,No,MI,No,Yes,1,45,1,$0.00 ,$1.50 ,3,1,1,$0 ,$2 ,4,7.3,6,14,$42.00 ,1,42
45,Dissatisfaction,Yes,Poor expertise of online support,Month-to-Month,0817-ZKSE,No,Male,No,10-May,Yes,no,0,Direct Debit,398-2148,No,MA,No,Yes,21,45,1,$0.00 ,$75.60 ,6,1,1,$0 ,$76 ,126,151.2,63,170.1,$27.00 ,1,578
45,Dissatisfaction,Yes,Service dissatisfaction,Month-to-Month,8401-RNML,No,Male,No,10-May,Yes,no,0,Direct Debit,236-3033,No,MN,No,Yes,6,48,1,$0.00 ,$21.20 ,6,1,1,$0 ,$21 ,24,84.6,44,69,$47.00 ,1,294
55,Dissatisfaction,Yes,Product dissatisfaction,Month-to-Month,5522-UBVX,No,Male,No,0-5,Yes,no,0,Direct Debit,309-6393,No,KS,No,Yes,4,58,2,$0.00 ,$11.40 ,4,1,2,$0 ,$11 ,16,57.2,9,26.8,$42.00 ,1,159
40,Dissatisfaction,Yes,Product dissatisfaction,Month-to-Month,4172-XFEE,No,Male,No,10-May,Yes,no,0,Direct Debit,352-4182,No,LA,No,Yes,22,43,2,$0.00 ,$29.00 ,9,1,2,$0 ,$29 ,44,145.2,88,308.2,$41.00 ,1,907
55,Dissatisfaction,Yes,Service dissatisfaction,Month-to-Month,4794-PSFW,No,Male,No,0-5,Yes,no,0,Direct Debit,295-7668,No,MA,No,Yes,10,56,2,$0.00 ,$18.80 ,4,1,2,$0 ,$19 ,40,94,44,119.1,$43.00 ,1,430
30,Dissatisfaction,Yes,Service dissatisfaction,Month-to-Month,7942-VPWE,No,Male,No,10-May,Yes,no,0,Direct Debit,373-7974,No,MD,No,Yes,1,34,2,$0.00 ,$4.30 ,6,1,2,$0 ,$4 ,4,12.9,6,15,$53.00 ,1,53
60,Dissatisfaction,Yes,Service dissatisfaction,Month-to-Month,6818-ZJIR,No,Male,No,10-May,Yes,no,0,Direct Debit,397-7170,No,ME,No,Yes,14,60,2,$0.00 ,$51.80 ,7,1,2,$0 ,$52 ,56,155.4,58,140.8,$57.00 ,1,803
35,Dissatisfaction,Yes,Limited range of services,Month-to-Month,9447-DDHP,No,Male,No,>10,Yes,no,0,Direct Debit,380-6437,No,ID,No,Yes,11,39,3,$0.00 ,$64.90 ,12,1,3,$0 ,$65 ,33,129.8,75,157.5,$26.00 ,1,268
40,Dissatisfaction,Yes,Network reliability,Month-to-Month,0359-RTBV,No,Male,No,10-May,Yes,no,0,Direct Debit,325-4995,No,MT,No,Yes,44,44,3,$0.00 ,$28.50 ,8,1,3,$0 ,$29 ,40,114,135,393.7,$54.00 ,1,"2,346"
55,Dissatisfaction,Yes,Service dissatisfaction,Month-to-Month,2270-DZUO,No,Male,No,0-5,Yes,no,0,Direct Debit,422-3454,No,WA,No,Yes,7,57,3,$0.00 ,$14.10 ,2,1,3,$0 ,$14 ,28,70.7,31,72.5,$34.00 ,1,226
60,Dissatisfaction,Yes,Service dissatisfaction,Month-to-Month,7422-MPJW,No,Male,No,0-5,Yes,no,0,Direct Debit,277-4046,No,AL,No,Yes,4,61,3,$0.00 ,$25.80 ,3,1,3,$0 ,$26 ,16,51.6,6,21,$41.00 ,1,170
45,Dissatisfaction,Yes,Limited range of services,Month-to-Month,4487-TQQP,No,Male,No,10-May,Yes,no,0,Direct Debit,356-7239,No,NE,No,Yes,9,48,4,$0.00 ,$35.80 ,5,1,4,$0 ,$36 ,18,143.1,28,69.5,$47.00 ,1,405
30,Dissatisfaction,Yes,Limited range of services,Month-to-Month,3799-UROV,No,Male,No,10-May,Yes,no,0,Direct Debit,340-2362,No,NY,No,Yes,2,33,4,$0.00 ,$53.60 ,9,1,4,$0 ,$54 ,60,214.5,7,14,$57.00 ,1,99
40,Dissatisfaction,Yes,Limited range of services,Month-to-Month,7013-RSPJ,No,Male,No,10-May,Yes,no,0,Direct Debit,387-2799,No,NJ,No,Yes,13,40,5,$0.00 ,$47.10 ,8,1,5,$0 ,$47 ,52,188.5,68,188.2,$34.00 ,1,431
55,Dissatisfaction,Yes,Service dissatisfaction,Month-to-Month,7190-PDYI,No,Male,No,10-May,Yes,no,0,Direct Debit,343-1009,No,MA,No,Yes,46,55,5,$0.00 ,$190.90 ,5,1,5,$0 ,$191 ,92,381.8,302,592.1,$15.00 ,1,702
55,Other,Yes,Don't know,Month-to-Month,4884-ACZX,No,Male,No,0-5,Yes,no,0,Direct Debit,307-5196,No,ID,No,Yes,2,56,0,$0.00 ,$6.20 ,1,1,0,$0 ,$6 ,8,24.8,6,13.8,$33.00 ,1,57
45,Other,Yes,Don't know,Month-to-Month,2344-UQWB,No,Male,No,10-May,Yes,no,0,Direct Debit,396-4254,No,TX,No,Yes,21,49,0,$0.00 ,$70.00 ,9,1,0,$0 ,$70 ,63,210,86,166.4,$54.00 ,1,"1,116"
60,Other,Yes,Moved,Month-to-Month,6476-KENA,No,Male,No,0-5,Yes,no,0,Direct Debit,371-6880,No,AR,No,Yes,20,61,0,$0.00 ,$56.00 ,2,1,0,$0 ,$56 ,80,224,66,118.2,$52.00 ,1,"1,030"
35,Other,Yes,Moved,Month-to-Month,4921-KJFA,No,Male,No,10-May,Yes,no,0,Direct Debit,312-10643,No,VA,No,Yes,26,37,0,$0.00 ,$93.00 ,7,1,0,$0 ,$93 ,104,371.8,79,181.6,$29.00 ,1,752
50,Other,Yes,Deceased,Month-to-Month,5414-WVUE,No,Male,No,0-5,Yes,no,0,Direct Debit,326-3840,No,NY,No,Yes,1,54,1,$0.00 ,$2.10 ,4,1,1,$0 ,$2 ,4,10.3,3,4,$36.00 ,1,36
55,Other,Yes,Don't know,Month-to-Month,0530-GRDZ,No,Male,No,0-5,Yes,no,0,Direct Debit,386-1131,No,MI,No,Yes,1,57,2,$0.00 ,$3.50 ,1,1,2,$0 ,$4 ,5,14,2,5,$44.00 ,1,44
30,Other,Yes,Deceased,Month-to-Month,3965-GONM,No,Male,No,0-5,Yes,no,0,Direct Debit,331-8699,No,CO,No,Yes,18,30,3,$0.00 ,$31.30 ,2,1,3,$0 ,$31 ,72,156.6,71,194.8,$32.00 ,1,561
40,Other,Yes,Don't know,Month-to-Month,2517-GTQL,No,Male,No,10-May,Yes,no,0,Direct Debit,353-6300,No,NH,No,Yes,1,41,4,$0.00 ,$1.80 ,5,1,4,$0 ,$2 ,,8.975858875,4,10,$19.00 ,1,19
45,Other,Yes,Moved,Month-to-Month,3422-CNZQ,No,Male,No,0-5,Yes,no,0,Direct Debit,362-5118,No,TN,No,Yes,1,47,4,$0.00 ,$3.50 ,1,1,4,$0 ,$4 ,4,10.6,6,13,$59.00 ,1,59
45,Other,Yes,Moved,Month-to-Month,1231-RUXU,No,Male,No,0-5,Yes,no,0,Direct Debit,409-5749,No,NH,No,Yes,16,45,4,$0.00 ,$45.60 ,3,1,4,$0 ,$46 ,48,91.2,96,261.9,$44.00 ,1,723
45,Other,Yes,Moved,Month-to-Month,9417-ZKNM,No,Male,No,10-May,Yes,no,0,Direct Debit,271-2408,No,MS,No,Yes,20,48,4,$0.00 ,$27.00 ,6,1,4,$0 ,$27 ,80,108,45,122.1,$37.00 ,1,760
40,Other,Yes,Don't know,Month-to-Month,8833-XHNY,No,Male,No,0-5,Yes,no,0,Direct Debit,411-5859,No,AR,No,Yes,2,44,5,$0.00 ,$75.80 ,1,1,5,$0 ,$76 ,252,522.9,8,18.3,$16.00 ,1,29
30,Other,Yes,Don't know,Month-to-Month,7167-HXEE,No,Male,No,>10,Yes,no,0,Direct Debit,340-5053,No,SD,No,Yes,2,33,5,$0.00 ,$7.20 ,15,1,5,$0 ,$7 ,8,21.6,6,19.1,$45.00 ,1,95
35,Other,Yes,Don't know,Month-to-Month,4324-CTWA,No,Male,No,>10,Yes,no,0,Direct Debit,277-7027,No,TX,No,Yes,17,35,5,$0.00 ,$50.30 ,15,1,5,$0 ,$50 ,68,251.6,85,173.9,$42.00 ,1,739
45,Other,Yes,Poor expertise of online support,Month-to-Month,9170-NYEH,No,Male,No,10-May,Yes,no,0,Direct Debit,384-5907,No,MT,No,Yes,1,48,5,$0.00 ,$12.90 ,9,1,5,$0 ,$13 ,16,51.6,6,14,$25.00 ,1,25
60,Price,Yes,Long distance charges,Month-to-Month,9573-JEAB,No,Male,No,0-5,Yes,no,0,Direct Debit,241-5960,No,NE,No,Yes,28,64,1,$0.00 ,$124.10 ,1,1,1,$0 ,$124 ,112,372.4,41,138.1,$47.00 ,1,"1,296"
50,Price,Yes,Long distance charges,Month-to-Month,7751-FDEJ,No,Male,No,10-May,Yes,no,0,Direct Debit,288-2801,No,AZ,No,Yes,18,51,1,$0.00 ,$57.60 ,5,1,1,$0 ,$58 ,72,230.4,41,124.8,$62.00 ,1,"1,111"
45,Price,Yes,Extra data charges,Month-to-Month,8784-MLFU,No,Male,No,0-5,Yes,no,0,Direct Debit,265-5964,No,TN,No,Yes,1,48,2,$0.00 ,$2.00 ,2,1,2,$0 ,$2 ,4,8,4,14,$35.00 ,1,35
35,Price,Yes,Lack of affordable download/upload speed,Month-to-Month,5372-YIZA,No,Male,No,>10,Yes,no,0,Direct Debit,356-7511,No,WV,No,Yes,27,38,2,$0.00 ,$50.80 ,10,1,2,$0 ,$51 ,81,253.8,128,301.7,$33.00 ,1,897
40,Price,Yes,Price too high,Month-to-Month,7997-TGGG,No,Male,No,0-5,Yes,no,0,Direct Debit,242-9408,No,SD,No,Yes,1,41,2,$0.00 ,$5.40 ,1,1,2,$0 ,$5 ,4,10.8,2,4,$38.00 ,1,38
45,Price,Yes,Price too high,Month-to-Month,6569-MPJS,No,Male,No,0-5,Yes,no,0,Direct Debit,295-9263,No,WI,No,Yes,34,47,2,$0.00 ,$184.70 ,2,1,2,$0 ,$185 ,136,554.2,127,376.8,$38.00 ,1,"1,299"
45,Price,Yes,Extra data charges,Month-to-Month,6215-KIUR,No,Male,No,10-May,Yes,no,0,Direct Debit,369-1929,No,ND,No,Yes,23,47,3,$0.00 ,$77.10 ,5,1,3,$0 ,$77 ,115,154.1,89,251.5,$62.00 ,1,"1,411"
